_id,beerName,abv,ibu,style,ounces,breweryId,
1998,Old Detroit,0.056,,American Amber / Red Ale,12,253,
1556,Batch 69 IPA,0.069,69,American IPA,12,253,
1208,Twisted Helles Summer Lager,0.055,18,Munich Helles Lager,12,253,
2527,OktoberFiesta,0.053,27,,12,66,
2526,Texicali ,0.065,33,American Brown Ale,12,66,
2525,Pinata Protest,0.06,,Witbier,12,66,
2524,Bat Outta Helles,0.042,20,Munich Helles Lager,12,66,
2523,Original,0.068,,American Amber / Red Ale,12,66,
2522,Rye Wit,0.042,10,Witbier,12,66,
2521,Soul Doubt,0.059,70,American IPA,12,66,
2520,Yo Soy Un Berliner,0.044,5,Berliner Weissbier,12,66,
1174,77 Fremont Select Spring Session IPA,0.04,,American IPA,12,460,
1116,Fremont Organic Pale Ale,0.045,,American Pale Ale (APA),12,460,
994,Abominable Ale,0.08,,English Strong Ale,12,460,
901,Harvest Ale,0.065,35,Saison / Farmhouse Ale,12,460,
875,Fremont Summer Ale,0.065,45,American Pale Ale (APA),12,460,
858,Universale Pale Ale,0.056,30,American Pale Ale (APA),12,460,
857,Interurban IPA,0.065,80,American IPA,12,460,
1300,Gateway Kolsch Style Ale,0.053,32,Kölsch,12,433,
1260,Wee-Heavy-Er Scotch Ale,0.07,24,Scotch Ale / Wee Heavy,12,433,
1259,13 Rebels ESB,0.052,42,Extra Special / Strong Bitter (ESB),12,433,
2254,Salamander Slam,0.07,73,American IPA,16,180,
1658,Cack-A-Lacky,0.05,,American Pale Ale (APA),12,347,
2077,No Wake IPA,0.072,50,American IPA,12,228,
2076,Boathouse Blonde,0.049,15,American Blonde Ale,12,228,
2075,Cedar Point,0.05,26,American Amber / Red Ale,12,228,
2426,Clean Shave IPA,0.067,70,American IPA,12,106,
2045,Might As Well IPL,0.072,75,American Pale Lager,16,240,
1960,Saison Pamplemousse,0.058,35,Saison / Farmhouse Ale,12,240,
1777,2020 IPA,0.074,74,American IPA,16,240,
1698,Wolf Among Weeds IPA,0.08,70,American IPA,16,240,
1641,Better Weather IPA,0.094,92,American IPA,16,240,
1490,Point the Way IPA,0.059,60,American IPA,16,240,
1489,Golden Road Hefeweizen,0.046,15,Hefeweizen,16,240,
1399,Heal the Bay IPA,0.068,65,American IPA,16,240,
1296,Point the Way IPA,0.059,60,American IPA,12,240,
1034,Cabrillo Kölsch,0.05,,Kölsch,16,240,
991,Get Up Offa That Brown,0.055,20,American Brown Ale,16,240,
750,Burning Bush Smoked IPA,0.08,70,American IPA,16,240,
749,Wolf Among Weeds IPA (2012),0.08,70,American IPA,16,240,
549,Point the Way IPA (2012),0.059,60,American IPA,16,240,
548,Golden Road Hefeweizen (2012),0.046,15,Hefeweizen,16,240,
2587,Vanilla Porter,0.07,11,American Porter,16,39,
1109,Descender IPA,0.07,70,American IPA,12,464,
1108,Sweet As Pacific Ale,0.06,18,American Pale Wheat Ale,12,464,
1000,Good People Pale Ale,0.056,36,American Pale Ale (APA),12,478,
312,Snake Handler Double IPA,0.093,103,American Double / Imperial IPA,12,478,
311,Coffee Oatmeal Stout,0.06,54,Oatmeal Stout,12,478,
309,Good People IPA,0.06,64,American IPA,12,478,
308,Good People American Brown Ale,0.058,36,American Brown Ale,12,478,
2205,Mountain Rescue Pale Ale,0.055,40,American Pale Ale (APA),12,194,
2198,Goose Island India Pale Ale,0.059,55,American IPA,12,196,
2457,312 Urban Pale Ale,0.054,30,American Pale Ale (APA),16,88,
2202,312 Urban Pale Ale,0.054,30,American Pale Ale (APA),12,88,
2201,312 Urban Wheat Ale,0.042,18,American Pale Wheat Ale,16,88,
1829,312 Urban Wheat Ale,0.042,18,American Pale Wheat Ale,12,88,
581,312 Urban Wheat Ale (2012),0.042,20,American Pale Wheat Ale,12,88,
1383,Beaver Logger,0.052,19,American Pale Lager,12,420,
477,White Water Wheat,0.05,,American Pale Wheat Ale,12,536,
476,Grand Canyon American Pilsner,0.052,,American Pilsner,12,536,
143,Grand Canyon Sunset Amber Ale,0.054,,American Amber / Red Ale,12,536,
142,Black Iron India Pale Ale,,,American IPA,12,536,
2129,Monarch Classic American Wheat,0.043,21,American Pale Wheat Ale,12,213,
2127,Sir William's English Brown Ale,0.049,21,English Brown Ale,12,213,
2126,Lakefire Rye Pale Ale,0.055,35,American Pale Ale (APA),12,213,
2303,Beer Agent Re-Ignition,0.053,22,American Blonde Ale,16,165,
1990,Cherry Ale,0.057,18,Fruit / Vegetable Beer,16,165,
1702,Bourbon Barrel Aged Coconut Porter,0.056,33,American Porter,16,165,
1701,Great Crescent IPA,0.062,60,American IPA,16,165,
1700,Aurora Lager,0.057,27,Dortmunder / Export Lager,16,165,
1699,Great Crescent Blonde Ale,0.053,22,American Blonde Ale,16,165,
1269,Great Crescent Coconut Porter,0.056,33,American Porter,16,165,
930,Great Crescent Oktoberfest Lager,0.057,25,Märzen / Oktoberfest,16,165,
649,Great Crescent Brown Ale,0.045,36,American Brown Ale,16,165,
639,Cherry Ale (1),0.057,18,Fruit / Vegetable Beer,16,165,
626,Aurora Lager (2011),0.057,27,Dortmunder / Export Lager,16,165,
615,Frosted Fields Winter Wheat,0.06,25,American Dark Wheat Ale,16,165,
478,Great Crescent Belgian Style Wit,0.051,13,Witbier,16,165,
455,Bourbon's Barrel Stout,0.075,65,American Stout,16,165,
442,Great Crescent Stout,0.08,66,English Stout,16,165,
441,Great Crescent Coconut Porter (2012),0.056,33,American Porter,16,165,
440,Great Crescent Dark Lager,0.057,23,Euro Dark Lager,16,165,
439,Great Crescent Mild Ale,0.042,26,English Dark Mild Ale,16,165,
436,Great Crescent IPA (2011),0.062,60,American IPA,16,165,
389,Great Crescent Blonde Ale (2011),0.053,22,American Blonde Ale,16,165,
2650,Denver Pale Ale (Artist Series No. 1),0.05,,American Pale Ale (APA),12,6,
2649,Hibernation Ale,0.087,,Old Ale,12,6,
2648,Whitewater,0.061,,American Pale Wheat Ale,12,6,
2647,Rumble,0.071,,American IPA,12,6,
2646,Orabelle,0.083,,Tripel,12,6,
2645,Lasso,0.05,,American IPA,12,6,
2644,Yeti  Imperial Stout,0.095,75,Russian Imperial Stout,12,6,
2643,Colette,0.073,,Saison / Farmhouse Ale,12,6,
2642,Titan IPA,0.071,,American IPA,12,6,
404,Black Star Double Hopped Golden Lager (24 oz.),0.045,15,American Pale Lager,24,543,
164,Black Star Double Hopped Golden Lager (12 oz.),0.045,15,American Pale Lager,12,543,
1923,Commotion APA,0.052,49,American Pale Ale (APA),12,269,
1922,Southern Drawl Pale Lager,0.052,,American Pale Lager,12,269,
1604,Chickawawa Lemonale,0.05,5,Fruit / Vegetable Beer,12,365,
1574,Barrel Aged Farmer,0.07,22,American Brown Ale,16,365,
1446,Great River Golden Ale,0.048,,American Blonde Ale,12,365,
1275,Dirty Blonde Chocolate Ale,0.048,,American Blonde Ale,12,365,
1244,Dos Pistolas,0.048,20,Vienna Lager,12,365,
1064,Owney Irish Style Red Ale,0.05,30,Irish Red Ale,16,365,
1028,Aaah Bock Lager,0.06,,Vienna Lager,16,365,
865,Widespread Wit,0.055,10,Witbier,16,365,
864,Roller Dam Red Ale,0.054,30,Irish Red Ale,16,365,
863,483 Pale Ale,0.053,48,American Pale Ale (APA),16,365,
672,Hop A Potamus Double Dark Rye Pale Ale,0.09,99,Rye Beer,16,365,
655,Farmer Brown Ale,0.07,22,American Brown Ale,16,365,
540,Big Cock IPA,0.07,70,American IPA,16,365,
539,Oktoberfest,0.059,25,Märzen / Oktoberfest,16,365,
517,40th Annual Bix Street Fest Copper Ale (Current),0.048,25,American Amber / Red Ale,16,365,
371,Redband Stout,0.06,36,American Stout,16,365,
190,483 Pale Ale (2010),0.053,48,American Pale Ale (APA),16,365,
189,Roller Dam Red Ale (2010),0.054,30,Irish Red Ale,16,365,
1106,Pablo Beach Pale Ale,0.05,30,American Pale Ale (APA),12,466,
2314,Wild Trail Pale Ale,0.057,44,American Pale Ale (APA),12,156,
2313,Mothman Black IPA,0.067,71,American Black Ale,12,156,
2461,Autumn Winds Fest Beer,0.058,,Märzen / Oktoberfest,16,86,
2044,Captain's Daughter,0.085,69,American Double / Imperial IPA,12,86,
1567,Autumn Winds,0.058,,Märzen / Oktoberfest,16,379,
1505,Flying Jenny Extra Pale Ale,0.06,54,American Pale Ale (APA),12,379,
1186,Hazy Day Belgian-Style Wit,0.04,20,Witbier,16,379,
1185,Bring Back the Beach Blonde Ale,0.055,,American Blonde Ale,16,379,
984,Leaning Chimney Smoked Porter,0.06,34,American Porter,16,379,
693,Flying Jenny Extra Pale Ale (2012),0.06,54,American Pale Ale (APA),12,379,
631,Flagship Ale,0.049,22,Cream Ale,12,379,
2375,Mr. Blue Sky,0.045,6,American Pale Wheat Ale,16,124,
2143,3 Scrooges,0.065,,Winter Warmer,16,124,
2142,Screamin’ Pumpkin,0.05,25,Pumpkin Ale,16,124,
2141,Grand Trunk Bohemian Pils,0.05,35,Czech Pilsener,16,124,
2140,El Rojo,0.065,25,American Amber / Red Ale,16,124,
2139,Norm's Raggedy Ass IPA,0.075,,American IPA,16,124,
2138,Grind Line,0.05,35,American Pale Ale (APA),16,124,
2007,Norm's Gateway IPA,0.04,55,American IPA,12,124,
1570,Lemon Shandy Tripel,0.09,,Tripel,16,124,
2339,Little Red Cap,0.063,43,Altbier,12,144,
1857,Supergoose IPA,0.069,67,American IPA,12,290,
1440,Hale's Pale American Ale,0.047,,American Pale Ale (APA),12,290,
1753,Heyoka IPA,0.07,,American IPA,16,327,
1448,Guest Lager,0.08,,American Double / Imperial Pilsner,16,327,
1134,Pony Pilsner,0.057,,German Pilsener,16,327,
1066,Akari Shogun American Wheat Ale,0.055,,American Pale Wheat Ale,16,327,
849,Meat Wave,0.06,,English India Pale Ale (IPA),16,327,
352,Over Ale,0.06,,American Brown Ale,16,327,
149,Gossamer Golden Ale,0.042,,American Blonde Ale,16,327,
148,Daisy Cutter Pale Ale,0.052,,American Pale Ale (APA),16,327,
2026,Pursuit,0.07,40,American IPA,12,248,
1361,Half Full Bright Ale,0.052,18,American Blonde Ale,12,248,
1016,Orange Wheat,0.046,17,Fruit / Vegetable Beer,12,476,
1015,Hangar 24 Helles Lager,0.043,14,Munich Helles Lager,12,476,
1677,The Great Return,0.075,70,American IPA,16,343,
1331,Hardywood Cream Ale,0.044,18,Cream Ale,12,343,
1270,Capital Trail Pale Ale,0.056,55,American Pale Ale (APA),12,343,
2059,UFO Gingerland,0.052,15,Herbed / Spiced Beer,12,234,
1653,The Long Thaw White IPA,0.062,45,American White IPA,12,234,
1558,Honey Cider,0.048,,Cider,12,234,
1380,Harpoon Summer Beer,0.05,28,Kölsch,12,234,
1379,Harpoon IPA,0.059,42,American IPA,12,234,
1340,UFO Pumpkin,0.059,20,Pumpkin Ale,12,234,
1313,Harpoon Octoberfest,0.055,30,Märzen / Oktoberfest,12,234,
770,Harpoon IPA (2012),0.059,42,American IPA,12,234,
769,Harpoon Summer Beer (2012),0.05,28,Kölsch,12,234,
610,UFO White,0.048,10,American Pale Wheat Ale,12,234,
192,Harpoon Summer Beer (2010),0.05,28,Kölsch,12,234,
126,Harpoon IPA (2010),0.059,42,American IPA,12,234,
506,Great Falls Select Pale Ale,,,American Blonde Ale,12,535,
181,Beltian White,0.048,,Witbier,12,535,
2183,Kaua'i Golden Ale,0.049,,American Blonde Ale,12,204,
2182,Sunset Amber,0.054,,American Pale Ale (APA),12,204,
2181,Hapa Brown Ale,0.064,,American Brown Ale,19.2,204,
2180,Hapa Brown Ale,0.064,,American Brown Ale,12,204,
2179,Southern Cross,0.083,,Flanders Red Ale,19.2,204,
1895,Groupe G,0.076,65,Belgian IPA,16,280,
1894,Pt. Bonita Rustic Lager,0.062,40,American Pale Lager,16,280,
1893,Hill 88 Double IPA,0.088,77,American Double / Imperial IPA,16,280,
990,Loose Cannon,0.072,45,American IPA,12,479,
989,AARGHtoberfest!,0.06,30,Märzen / Oktoberfest,12,479,
988,Davy Jones Lager,0.06,,Cream Ale,12,479,
1351,Grazias,0.063,30,Cream Ale,16,423,
1346,Habitus IPA,0.08,86,American IPA,16,423,
904,Ex Umbris Rye Imperial Stout,0.099,85,American Double / Imperial Stout,16,423,
2295,The Golden One,0.063,21,American Pilsner,12,168,
2294,The Power of Zeus,0.07,68,American Pale Ale (APA),12,168,
824,Tonganoxie Honey Wheat,0.044,22,American Pale Wheat Ale,12,500,
616,Oregon Trail Unfiltered Raspberry Wheat,0.045,,Fruit / Vegetable Beer,12,500,
96,Annie's Amber Ale,0.055,,American Amber / Red Ale,12,500,
1615,The 12th Can™,0.045,32,American Pale Ale (APA),16,362,
889,Hilliard's Pils,0.055,34,Czech Pilsener,16,362,
724,Hilliard's Blonde,0.049,20,American Blonde Ale,16,362,
497,Hilliard's Amber Ale,0.055,60,American Amber / Red Ale,16,362,
496,Hilliard's Saison,0.066,30,Saison / Farmhouse Ale,16,362,
1652,White Cap White IPA,0.042,,American White IPA,16,349,
1835,Provision,0.042,25,Saison / Farmhouse Ale,12,297,
1834,One Nut Brown,0.047,28,American Brown Ale,12,297,
1833,Hop Farm IPA,0.058,45,American IPA,12,297,
2195,Double D Blonde,0.049,20,American Blonde Ale,12,198,
1605,Festeroo Winter Ale,0.078,60,American Strong Ale,12,198,
1543,Proxima IPA,0.063,70,American IPA,12,198,
1390,Double D Blonde (2013),0.049,20,American Blonde Ale,12,198,
1354,541 American Lager,0.048,13,American Pale Lager,12,198,
1353,Alphadelic IPA,0.065,90,American IPA,12,198,
499,Alphadelic IPA (2011),0.065,90,American IPA,12,198,
498,Double D Blonde (2011),0.049,20,American Blonde Ale,12,198,
1501,Green House India Pale Ale,0.07,,American IPA,12,395,
1004,The One They Call Zoe,0.051,,American Pale Lager,12,395,
502,Alteration,0.051,40,Altbier,12,395,
501,Pale Dog,0.06,50,American Pale Ale (APA),12,395,
2357,Porter Culture,0.065,,American Porter,12,136,
2483,Hard Cider,0.068,,Cider,16,80,
2482,Totally Radler,0.027,21,Radler,16,80,
2400,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2399,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2398,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2397,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2396,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2395,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2394,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2393,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2392,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2391,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2390,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2389,Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,80,
2388,Rise Up Red,0.058,60,American Amber / Red Ale,16,80,
2200,Survival Stout,0.058,35,American Stout,16,80,
2199,Hopworks IPA,0.066,75,American IPA,16,80,
2193,Abominable Winter Ale,0.073,70,American Strong Ale,16,80,
1398,Pigwar White India Pale Ale,0.06,60,American White IPA,16,80,
1085,Rise-Up Red (2014),0.058,60,American Amber / Red Ale,16,80,
916,Abominable Winter Ale (2012),0.073,70,American Strong Ale,16,80,
658,HUB Lager,0.051,32,Czech Pilsener,16,80,
653,Hopworks IPA (2012),0.066,75,American IPA,16,80,
2385,Watermelon Wheat,0.056,,American Pale Wheat Ale,12,120,
2384,Laka Laka Pineapple,0.051,17,Hefeweizen,12,120,
2383,Oktoberfest,0.06,,Märzen / Oktoberfest,16,120,
1251,Trail Maker Pale Ale,0.065,,American Pale Ale (APA),12,445,
1250,Action Man Lager,0.055,,Vienna Lager,12,445,
1903,Let It Ride IPA,0.068,90,American IPA,12,277,
1691,Stir Crazy Winter Ale,0.065,22,Winter Warmer,12,277,
1555,Sweet Yamma Jamma Ale,0.05,10,Fruit / Vegetable Beer,12,277,
1115,Shenanigans Summer Ale,0.046,27,American Pale Wheat Ale,12,277,
729,Midnight Ryder,0.065,80,American Black Ale,12,277,
728,Day Tripper Pale Ale,0.054,45,American Pale Ale (APA),12,277,
2350,Oklahoma Suks,0.048,32,American Amber / Red Ale,12,140,
2301,Power & Light,0.055,42,American Pale Ale (APA),12,140,
1904,White Rabbit ,0.059,27,Witbier,12,140,
2609,Tribute,0.058,58,American Pale Ale (APA),12,23,
2038,Infamous IPA,0.07,75,American IPA,12,242,
1774,Hijack,0.055,20,Cream Ale,12,242,
559,Jon Boat Coastal Ale,0.045,20,American Blonde Ale,12,527,
558,I-10 IPA,0.068,55,American IPA,12,527,
553,People's Pale Ale,0.053,28,American Pale Ale (APA),12,527,
2376,Summer Ale,0.049,,American Blonde Ale,12,123,
1784,Appreciation Ale,,,American IPA,16,316,
2673,House Lager,0.052,18,Keller Bier / Zwickel Bier,16,2,
2672,Leisure Time,0.048,15,American Pale Lager,12,2,
2671,Excess IPL,0.072,80,American India Pale Lager,16,2,
2670,Hoponius Union,0.067,65,American India Pale Lager,12,2,
2669,Calyptra,0.049,45,American India Pale Lager,12,2,
1405,Helen's Blend,0.05,,Cider,12,416,
823,Jack's Hard Cider,0.051,,Cider,12,416,
1793,Thunder Ann,0.055,37,American Pale Ale (APA),12,312,
2453,Razz Wheat,0.055,,Fruit / Vegetable Beer,12,92,
2363,Hop Ryot,0.065,,American IPA,12,92,
689,Mystic Mama IPA,0.07,,American IPA,12,92,
688,Firefly Amber Ale,0.05,,American Amber / Red Ale,12,92,
687,Chomolungma Honey Nut Brown Ale,0.067,,English Brown Ale,12,92,
2408,Welcome to Scoville,0.069,,American IPA,12,114,
2595,Bastian,,,American Strong Ale,12,32,
2480,Healani,0.045,,Hefeweizen,12,32,
1525,Yabba Dhaba Chai Tea Porter,0.055,,American Porter,12,32,
1524,A Capella Gluten Free Pale Ale,0.055,,American Pale Ale (APA),12,32,
1523,Casper White Stout,0.06,,American Blonde Ale,12,32,
1254,JP's Ould Sod Irish Red IPA,0.06,,American IPA,12,32,
2060,Weize Guy,0.05,15,Hefeweizen,12,233,
469,Fox Tail Gluten Free Ale,0.05,50,American Pale Ale (APA),12,233,
468,Hop Box Imperial IPA,0.093,90,American Double / Imperial IPA,12,233,
467,Joseph James American Lager,0.052,15,American Adjunct Lager,12,233,
2163,Sucha Much IPA,0.071,,American IPA,12,208,
2162,Lewbricator Wheat Dopplebock ,0.075,24,Doppelbock,12,208,
2374,Weisse Versa (2012),0.052,16,Hefeweizen,12,125,
1560,Mother in Lager,0.058,25,Munich Dunkel Lager,12,125,
1557,Weekend Warrior Pale Ale,0.055,40,American Pale Ale (APA),12,125,
1458,Karbachtoberfest,0.055,25,Märzen / Oktoberfest,12,125,
1235,Love Street Summer Seasonal (2014),0.047,20,Kölsch,12,125,
1068,Barn Burner Saison,0.066,20,Saison / Farmhouse Ale,12,125,
666,Rodeo Clown Double IPA,0.095,85,American Double / Imperial IPA,12,125,
465,Sympathy for the Lager,0.049,45,American Amber / Red Lager,12,125,
464,Weisse Versa,0.052,15,Hefeweizen,12,125,
463,Hopadillo India Pale Ale,0.066,70,American IPA,12,125,
1678,KelSo Nut Brown Lager,0.057,19,Euro Dark Lager,12,342,
1572,KelSo India Pale Ale,0.06,64,American IPA,12,342,
1348,KelSo Pilsner,0.055,23,Czech Pilsener,12,342,
1193,Skilak Scottish Ale,0.058,,Scottish Ale,12,458,
1187,Peninsula Brewers Reserve (PBR),0.05,15,American Blonde Ale,12,458,
349,Sunken Island IPA,0.068,,American IPA,12,458,
348,Skilak Scottish Ale (2011),0.058,,Scottish Ale,12,458,
760,Cold Smoke Scotch Ale (2007),0.065,11,Scotch Ale / Wee Heavy,16,510,
759,Double Haul IPA (2009),0.065,65,American IPA,16,510,
758,Double Haul IPA (2006),0.065,65,American IPA,16,510,
87,Eddy Out Pale Ale,0.055,50,American Pale Ale (APA),16,510,
86,Double Haul IPA,0.065,65,American IPA,16,510,
85,Cold Smoke Scotch Ale,0.065,11,Scotch Ale / Wee Heavy,16,510,
2472,U. P. Witbier,,,Witbier,12,84,
779,November Gale Pale Ale,,,American Pale Ale (APA),12,84,
364,Olde Ore Dock Scottish Ale,,,Scottish Ale,12,84,
60,Widow Maker Black Ale,,,American Brown Ale,12,84,
59,Lift Bridge Brown Ale,,,American Brown Ale,12,84,
58,Pick Axe Blonde Ale,,,American Blonde Ale,12,84,
57,Red Jacket Amber Ale,,,American Amber / Red Ale,12,84,
2436,Amber Ale,0.051,,American Amber / Red Ale,12,102,
1706,King Street Pilsner,0.055,,Czech Pilsener,12,102,
1667,King Street IPA,0.06,70,American IPA,12,102,
1666,King Street Hefeweizen,0.057,10,Hefeweizen,12,102,
1665,King Street Blonde Ale,0.049,,American Blonde Ale,12,102,
2460,India Pale Ale,0.063,65,American IPA,16,87,
2459,Blackberry Wheat,0.048,11,American Pale Wheat Ale,16,87,
1274,Longboard Island Lager,0.046,18,American Amber / Red Lager,24,439,
1220,Longboard Island Lager,0.046,18,American Amber / Red Lager,16,439,
1070,Longboard Island Lager,0.046,18,American Amber / Red Lager,12,439,
590,Longboard Island Lager,0.046,18,American Amber / Red Lager,12,439,
781,Choc Beer (2003),0.04,9,American Dark Wheat Ale,12,505,
1637,Bellingham Beer Week 2013 Collaboration,0.08,,Belgian Strong Dark Ale,16,354,
1741,A Slice of Hefen,0.054,15,Hefeweizen,16,332,
664,Elevated IPA,0.072,100,American IPA,16,332,
392,Rumspringa Golden Bock,0.066,30,Maibock / Helles Bock,12,545,
195,Lancaster German Style Kölsch,0.048,28,Kölsch,12,545,
2547,Beach Cruiser,0.045,,Hefeweizen,12,59,
2493,I.P. Eh!,0.068,,American IPA,12,59,
2492,Schoolhouse Honey,0.05,,American Amber / Red Ale,12,59,
2491,10 Degrees of Separation,0.055,,English Brown Ale,12,59,
2108,Laughing Dog Cream Ale,0.05,12,Cream Ale,12,218,
1397,Two-One Niner,0.048,9,American Pilsner,12,218,
1396,Laughing Dog IPA,0.064,66,American IPA,12,218,
1675,Madra Allta,0.064,95,American IPA,12,345,
1249,Duluchan India Pale Ale,0.056,70,American IPA,12,345,
1445,Lazy Monk Bohemian Pilsner,0.05,,Czech Pilsener,16,406,
475,Yellowstone Golden Ale,0.051,,Kölsch,12,537,
474,Tumbleweed IPA,0.057,,American IPA,12,537,
473,Lewis & Clark Amber Ale,0.05,,American Amber / Red Ale,12,537,
472,Miner's Gold Hefeweizen,0.05,,Hefeweizen,12,537,
471,Back Country Scottish Ale,0.057,,Scottish Ale,12,537,
2036,Getaway,0.052,30,German Pilsener,16,244,
1168,Farm Girl Saison,0.06,30,Saison / Farmhouse Ale,16,244,
1832,Adam's Stout,0.058,40,American Stout,12,298,
1688,American Hero,0.057,42,American Amber / Red Ale,12,298,
1687,Schweet Ale,0.052,20,Fruit / Vegetable Beer,12,298,
1686,Irregardless IPA,0.065,75,American IPA,12,298,
2434,Peach Pale Ale,0.057,40,American Pale Ale (APA),12,104,
2332,Deadeye Jack,0.06,,American Porter,12,149,
2330,Pistols at Dawn,0.075,,American Stout,16,149,
2329,Peacemaker Pale Ale,0.057,47,American Pale Ale (APA),12,149,
2327,Shotgun Betty,0.058,11,Hefeweizen,12,149,
2326,Sweet Josie,0.061,30,American Brown Ale,12,149,
1926,Long Trail IPA,0.059,42,English India Pale Ale (IPA),12,268,
1924,Long Trail Ale,0.046,30,American Amber / Red Ale,12,268,
1090,Double Bag,0.072,33,Altbier,16,268,
574,Blackbeary Wheat,0.04,8,Fruit / Vegetable Beer,12,268,
573,Long Trail Ale (1),0.046,30,Altbier,12,268,
2584,Gose,0.046,8,Gose,16,41,
2583,Vermont Pilsner,0.048,20,German Pilsener,16,41,
2582,Mosaic Single Hop IPA,0.055,,American IPA,16,41,
2581,Lost Galaxy,0.045,,American IPA,16,41,
1309,Face Plant IPA,0.062,65,American IPA,12,430,
1308,Rhino Chasers Pilsner,0.056,55,Czech Pilsener,12,430,
1571,Slow Hand Stout,0.052,29,American Stout,16,377,
1204,Hips Don't Lie,0.062,,Hefeweizen,16,456,
1122,Ride Again Pale Ale,0.052,,American Pale Ale (APA),16,456,
700,The Farmer's Daughter,0.048,,American Blonde Ale,16,456,
2033,Pub Ale,0.038,18,English Dark Mild Ale,12,245,
2032,Ballistic Blonde,0.051,31,Belgian Pale Ale,12,245,
2311,Knotty Pine,0.054,,American Pale Ale (APA),12,158,
1153,Lumberyard Pilsner,0.053,20,American Pilsner,12,158,
355,Lumberyard IPA,0.061,,American IPA,12,158,
125,Lumberyard Red Ale,0.058,,American Amber / Red Ale,12,158,
962,Mac's Highlander Pale Ale (2000),0.05,,American Pale Ale (APA),12,485,
961,Mac's Scottish Style Amber Ale (2000),0.051,32,American Amber / Red Ale,12,485,
1475,Macon Progress Ale,0.05,,American Pale Ale (APA),12,400,
1008,Macon History Ale,0.055,,American Brown Ale,12,400,
2454,Galaxy High,0.099,,American Double / Imperial IPA,12,91,
2209,Sol Drifter,0.043,18,American Blonde Ale,12,91,
2133,Thunder Snow,0.085,,Winter Warmer,12,91,
1994,The Great Pumpcan,0.079,18,Fruit / Vegetable Beer,16,91,
1816,LIFT,0.047,11,Kölsch,12,91,
1815,SPRYE,0.05,40,American Pale Ale (APA),12,91,
1126,Psychopathy,0.069,70,American IPA,12,91,
1125,Gnarly Brown,0.07,32,American Brown Ale,12,91,
1124,Happy Amber,0.06,30,American Amber / Red Ale,12,91,
1813,#9,0.051,20,Fruit / Vegetable Beer,16,303,
1113,Elder Betty,0.055,13,Hefeweizen,12,303,
360,#9,0.051,20,Fruit / Vegetable Beer,12,303,
511,High Country Pilsner (Current),0.042,,German Pilsener,12,534,
75,Epic IPA,0.065,,American IPA,12,534,
74,Golden Trout Pilsner,0.042,,German Pilsener,12,534,
73,Real McCoy Amber Ale (Current),0.045,,American Amber / Red Ale,12,534,
1628,Festivus (1),0.072,,Winter Warmer,12,356,
1626,Manayunk Oktoberfest,0.067,,Märzen / Oktoberfest,12,356,
1625,Belgian Style Session Ale,0.045,21,Belgian Pale Ale,12,356,
1624,Manayunk IPA,0.055,,American IPA,12,356,
1600,Yunkin' Punkin',0.055,,Pumpkin Ale,12,356,
1484,Summer Paradise,0.05,18,American Pale Wheat Ale,12,356,
1356,Monk from the 'Yunk,0.09,30,Tripel,12,356,
1355,Schuylkill Punch,0.06,14,Fruit / Vegetable Beer,12,356,
1334,Dreamin' Double IPA,0.085,85,American Double / Imperial IPA,12,356,
1674,Chaotic Double IPA,0.099,93,American Double / Imperial IPA,12,346,
1673,Manzanita IPA,0.08,88,American IPA,12,346,
1672,Riverwalk Blonde Ale,0.06,25,American Blonde Ale,12,346,
1671,Gillespie Brown Ale,0.095,49,American Brown Ale,12,346,
1670,Manzanita Pale Ale,0.066,44,American Pale Ale (APA),12,346,
1262,Marble Pilsner,0.047,,German Pilsener,12,443,
845,Marble India Pale Ale,0.062,,American IPA,12,443,
1783,Toughcats IPA,0.072,,American IPA,16,317,
1717,Tug Pale Ale,0.05,,American Pale Ale (APA),16,317,
1716,Sexy Chaos,0.099,,Russian Imperial Stout,16,317,
1516,Ace Hole American Pale Ale,0.063,,American Pale Ale (APA),16,317,
725,Cant Dog Imperial Pale Ale,0.097,,American Double / Imperial IPA,16,317,
2308,River House,0.05,20,Saison / Farmhouse Ale,16,161,
2268,Pretzel Stout,0.065,47,American Stout,16,161,
2197,Rubberneck Red,0.05,35,American Amber / Red Ale,16,161,
2120,The Imperial Texan,0.08,,American Double / Imperial IPA,16,161,
1234,The Imperial Texan,0.08,,American Double / Imperial IPA,12,161,
1233,Day Break 4-Grain Breakfast Beer,0.05,,Rye Beer,16,161,
